ZCTA5,STATE,COUNTY,TRACT,GEOID,POPPT,HUPT,AREAPT,AREALANDPT,ZPOP,ZHU,ZAREA,ZAREALAND,TRPOP,TRHU,TRAREA,TRAREALAND,ZPOPPCT,ZHUPCT,ZAREAPCT,ZAREALANDPCT,TRPOPPCT,TRHUPCT,TRAREAPCT,TRAREALANDPCT
01220,25,003,922200,25003922200,3689,1864,33313925,33196848,8603,4434,63893479,63689337,3689,1864,33313925,33196848,42.88,42.04,52.14,52.12,100,100,100,100
01220,25,003,922300,25003922300,2116,985,24140179,24088711,8603,4434,63893479,63689337,2116,985,24140179,24088711,24.6,22.21,37.78,37.82,100,100,100,100
01220,25,003,923100,25003923100,118,63,4414975,4408595,8603,4434,63893479,63689337,3235,1529,71261496,69434044,1.37,1.42,6.91,6.92,3.65,4.12,6.2,6.35
01222,25,003,926100,25003926100,829,361,8898719,8565484,829,361,8898719,8565484,3257,1751,125793309,122856983,100,100,100,100,25.45,20.62,7.07,6.97
01223,25,003,932200,25003932200,2314,1986,185948005,180653860,2314,1986,185948005,180653860,2317,1989,224262815,217666212,100,100,100,100,99.87,99.85,82.92,83
01224,25,003,911100,25003911100,182,81,802753,720507,182,81,802753,720507,3091,1478,76603405,74697172,100,100,100,100,5.89,5.48,1.05,0.96
01225,25,003,923100,25003923100,3117,1466,66846521,65025449,3117,1466,66846521,65025449,3235,1529,71261496,69434044,100,100,100,100,96.35,95.88,93.8,93.65
01226,25,003,912100,25003912100,6708,2901,56125826,55872976,6945,2993,68686266,68319649,6756,2920,56672885,56416391,96.59,96.93,81.71,81.78,99.29,99.35,99.03,99.04
01226,25,003,931400,25003931400,121,50,8146153,8118745,6945,2993,68686266,68319649,1746,904,158492197,157770511,1.74,1.67,11.86,11.88,6.93,5.53,5.14,5.15
01226,25,003,932300,25003932300,116,42,4414287,4327928,6945,2993,68686266,68319649,2032,1133,56198734,53696359,1.67,1.4,6.43,6.33,5.71,3.71,7.85,8.06
01229,25,003,924100,25003924100,95,61,1899054,1897309,95,61,1899054,1897309,1947,1692,61318174,58883528,100,100,100,100,4.88,3.61,3.1,3.22
01230,25,003,925100,25003925100,5959,2915,115070714,112670312,8430,4633,241562935,237032746,7104,3466,118563384,116090784,70.69,62.92,47.64,47.53,83.88,84.1,97.05,97.05
01230,25,003,926100,25003926100,307,159,20823933,20442821,8430,4633,241562935,237032746,3257,1751,125793309,122856983,3.64,3.43,8.62,8.62,9.43,9.08,16.55,16.64
01230,25,003,933200,25003933200,68,72,4536791,3928474,8430,4633,241562935,237032746,1288,1208,119845997,116753413,0.81,1.55,1.88,1.66,5.28,5.96,3.79,3.36
01230,25,003,933300,25003933300,723,521,45716915,45253574,8430,4633,241562935,237032746,1509,1039,124076222,121445541,8.58,11.25,18.93,19.09,47.91,50.14,36.85,37.26
01230,25,003,934300,25003934300,1373,966,55414582,54737565,8430,4633,241562935,237032746,1886,1411,136821171,135706972,16.29,20.85,22.94,23.09,72.8,68.46,40.5,40.34
01235,25,003,931400,25003931400,847,413,67413111,67139662,2766,1507,121008472,118213863,1746,904,158492197,157770511,30.62,27.41,55.71,56.8,48.51,45.69,42.53,42.56
01235,25,003,932200,25003932200,3,3,1810914,1705770,2766,1507,121008472,118213863,2317,1989,224262815,217666212,0.11,0.2,1.5,1.44,0.13,0.15,0.81,0.78
01235,25,003,932300,25003932300,1916,1091,51784447,49368431,2766,1507,121008472,118213863,2032,1133,56198734,53696359,69.27,72.4,42.79,41.76,94.29,96.29,92.15,91.94
01236,25,003,924100,25003924100,58,29,555652,555652,1509,784,12595870,12437975,1947,1692,61318174,58883528,3.84,3.7,4.41,4.47,2.98,1.71,0.91,0.94
01236,25,003,925100,25003925100,1145,551,3492670,3420472,1509,784,12595870,12437975,7104,3466,118563384,116090784,75.88,70.28,27.73,27.5,16.12,15.9,2.95,2.95
01236,25,003,934200,25003934200,306,204,8547548,8461851,1509,784,12595870,12437975,1306,856,48395921,47800795,20.28,26.02,67.86,68.03,23.43,23.83,17.66,17.7
01237,25,003,911100,25003911100,1928,886,68149007,67190621,2496,1334,161262311,160121626,3091,1478,76603405,74697172,77.24,66.42,42.26,41.96,62.37,59.95,88.96,89.95
01237,25,003,935100,25003935100,568,448,93113304,92931005,2496,1334,161262311,160121626,2420,1548,176697575,175642986,22.76,33.58,57.74,58.04,23.47,28.94,52.7,52.91
01238,25,003,914100,25003914100,5782,2916,69161808,66959777,6047,3155,92924069,90217712,5943,3056,69980024,67725973,95.62,92.42,74.43,74.22,97.29,95.42,98.83,98.87
01238,25,003,924100,25003924100,75,68,4388697,4379963,6047,3155,92924069,90217712,1947,1692,61318174,58883528,1.24,2.16,4.72,4.85,3.85,4.02,7.16,7.44
01238,25,003,933200,25003933200,190,171,19373564,18877972,6047,3155,92924069,90217712,1288,1208,119845997,116753413,3.14,5.42,20.85,20.92,14.75,14.16,16.17,16.17
01240,25,003,913100,25003913100,4456,2785,54711821,53569350,4534,2920,56533395,55374233,5025,3044,56127089,54958353,98.28,95.38,96.78,96.74,88.68,91.49,97.48,97.47
01240,25,003,914100,25003914100,56,89,232275,220722,4534,2920,56533395,55374233,5943,3056,69980024,67725973,1.24,3.05,0.41,0.4,0.94,2.91,0.33,0.33
01240,25,003,924100,25003924100,22,46,920244,918987,4534,2920,56533395,55374233,1947,1692,61318174,58883528,0.49,1.58,1.63,1.66,1.13,2.72,1.5,1.56
01240,25,003,932200,25003932200,0,0,669055,665174,4534,2920,56533395,55374233,2317,1989,224262815,217666212,0,0,1.18,1.2,0,0,0.3,0.31
01242,25,003,913100,25003913100,476,214,1313357,1288423,476,214,1313357,1288423,5025,3044,56127089,54958353,100,100,100,100,9.47,7.03,2.34,2.34
01243,25,015,822700,25015822700,334,188,48363963,48306686,334,188,48363963,48306686,3197,1722,260539813,259169138,100,100,100,100,10.45,10.92,18.56,18.64
01244,25,003,933300,25003933300,151,84,6416084,6345198,151,84,6416084,6345198,1509,1039,124076222,121445541,100,100,100,100,10.01,8.08,5.17,5.22
01245,25,003,933200,25003933200,893,856,66420141,64521547,985,914,74515081,72467551,1288,1208,119845997,116753413,90.66,93.65,89.14,89.04,69.33,70.86,55.42,55.26
01245,25,003,933300,25003933300,0,3,4307879,4253502,985,914,74515081,72467551,1509,1039,124076222,121445541,0,0.33,5.78,5.87,0,0.29,3.47,3.5
01245,25,003,933400,25003933400,92,55,3787061,3692502,985,914,74515081,72467551,2527,2372,235728699,226227544,9.34,6.02,5.08,5.1,3.64,2.32,1.61,1.63
01247,25,003,921300,25003921300,5118,2338,12123745,11991197,16087,7785,137515619,136035510,5118,2338,12123745,11991197,31.81,30.03,8.82,8.81,100,100,100,100
01247,25,003,921400,25003921400,1699,887,18112998,17968907,16087,7785,137515619,136035510,1699,887,18112998,17968907,10.56,11.39,13.17,13.21,100,100,100,100
01247,25,003,921500,25003921500,3100,1475,18460761,18120354,16087,7785,137515619,136035510,3100,1475,18460761,18120354,19.27,18.95,13.42,13.32,100,100,100,100
01247,25,003,931100,25003931100,1702,715,33132673,32865588,16087,7785,137515619,136035510,1702,715,33132673,32865588,10.58,9.18,24.09,24.16,100,100,100,100
01247,25,003,931300,25003931300,677,318,50994580,50478986,16087,7785,137515619,136035510,1444,713,156977550,155932770,4.21,4.08,37.08,37.11,46.88,44.6,32.49,32.37
01247,25,003,935300,25003935300,3791,2052,4690862,4610478,16087,7785,137515619,136035510,3791,2052,4690862,4610478,23.57,26.36,3.41,3.39,100,100,100,100
01253,25,003,933400,25003933400,731,568,48354960,47310437,731,568,48354960,47310437,2527,2372,235728699,226227544,100,100,100,100,28.93,23.95,20.51,20.91
01254,25,003,934200,25003934200,0,0,910,910,972,591,37860460,37713379,1306,856,48395921,47800795,0,0,0,0,0,0,0,0
01254,25,003,935100,25003935100,972,591,37859550,37712469,972,591,37860460,37713379,2420,1548,176697575,175642986,100,100,100,100,40.17,38.18,21.43,21.47
01255,25,003,933400,25003933400,915,671,137224308,134177247,915,671,137224308,134177247,2527,2372,235728699,226227544,100,100,100,100,36.21,28.29,58.21,59.31
01256,25,003,931300,25003931300,692,357,93290584,92838285,692,357,93290584,92838285,1444,713,156977550,155932770,100,100,100,100,47.92,50.07,59.43,59.54
01257,25,003,926100,25003926100,2121,1231,96070657,93848678,2121,1231,96070657,93848678,3257,1751,125793309,122856983,100,100,100,100,65.12,70.3,76.37,76.39
01258,25,003,934300,25003934300,374,338,67239485,66839821,374,338,67239485,66839821,1886,1411,136821171,135706972,100,100,100,100,19.83,23.95,49.14,49.25
01259,25,003,933300,25003933300,635,431,67635344,65593267,635,431,67635344,65593267,1509,1039,124076222,121445541,100,100,100,100,42.08,41.48,54.51,54.01
01260,25,003,914100,25003914100,105,51,585941,545474,240,134,6605501,6503634,5943,3056,69980024,67725973,43.75,38.06,8.87,8.39,1.77,1.67,0.84,0.81
01260,25,003,924100,25003924100,135,83,6019560,5958160,240,134,6605501,6503634,1947,1692,61318174,58883528,56.25,61.94,91.13,91.61,6.93,4.91,9.82,10.12
01262,25,003,924100,25003924100,1238,1068,33295025,31167340,1238,1068,33295025,31167340,1947,1692,61318174,58883528,100,100,100,100,63.59,63.12,54.3,52.93
01264,25,003,933200,25003933200,137,109,29515501,29425420,137,109,29515501,29425420,1288,1208,119845997,116753413,100,100,100,100,10.64,9.02,24.63,25.2
01266,25,003,924100,25003924100,324,337,14239942,14006117,1463,1096,68254509,67473737,1947,1692,61318174,58883528,22.15,30.75,20.86,20.76,16.64,19.92,23.22,23.79
